subject_id,task_id,file,saccade_id,start_idx,end_idx,start_time,end_time,duration,x_start,y_start,x_end,y_end,amplitude,trial_id,llm_model,prompt_type,llm_provider
5,,C:\Users\elahe\OneDrive - Oklahoma A and M System\Elahe-oveisi-osu-resaerch\Github\igaze\data\sub-P005_ses-S001_task-Default_run-001_sar.xdf,1,1,1443,16.682357788085938,24072.642578125,24055.9609375,921.2177124023438,686.8810424804688,1415.9100341796875,598.6920776367188,502.49157878085,1,gemini-1.5-flash,detailed,gemini
7,,C:\Users\elahe\OneDrive - Oklahoma A and M System\Elahe-oveisi-osu-resaerch\Github\igaze\data\sub-P007_ses-S001_task-Default_run-001_sar.xdf,1,1,886,16.682357788085938,14780.568359375,14763.8857421875,983.5449829101562,704.4945678710938,1097.5458984375,395.98797607421875,328.89591959037165,1,gemini-1.5-flash,detailed,gemini
